Id,SalePrice
1461,144000
1462,155000
1463,187500
1464,189000
1465,153900
1466,178000
1467,173000
1468,168000
1469,167000
1470,149900
1471,189000
1472,118000
1473,88000
1474,148500
1475,110000
1476,269500
1477,235128
1478,255500
1479,147000
1480,466500
1481,313000
1482,202500
1483,187100
1484,160200
1485,184100
1486,183500
1487,240000
1488,227000
1489,208300
1490,218000
1491,180000
1492,108000
1493,301000
1494,290000
1495,250000
1496,151000
1497,196500
1498,151000
1499,151000
1500,160000
1501,168500
1502,148800
1503,394432
1504,226000
1505,189000
1506,190000
1507,268000
1508,175000
1509,154000
1510,160000
1511,142000
1512,167000
1513,140000
1514,188000
1515,160000
1516,135000
1517,147000
1518,124000
1519,214000
1520,132500
1521,142000
1522,143000
1523,110000
1524,137000
1525,125000
1526,128500
1527,100000
1528,138500
1529,141000
1530,163000
1531,169500
1532,99900
1533,130000
1534,115000
1535,127000
1536,140000
1537,60000
1538,140000
1539,140000
1540,130000
1541,112000
1542,128000
1543,234000
1544,109500
1545,116900
1546,131000
1547,127500
1548,128000
1549,84500
1550,162900
1551,102000
1552,144000
1553,127000
1554,114504
1555,160000
1556,128000
1557,125000
1558,88000
1559,130000
1560,139000
1561,136500
1562,130000
1563,129900
1564,171000
1565,135000
1566,260000
1567,82000
1568,277000
1569,135000
1570,154000
1571,133000
1572,129000
1573,224000
1574,140000
1575,275000
1576,201000
1577,224000
1578,135000
1579,145000
1580,176500
1581,130250
1582,112500
1583,350000
1584,250000
1585,140000
1586,72500
1587,112000
1588,139000
1589,112000
1590,125000
1591,103200
1592,143000
1593,115000
1594,142953
1595,67000
1596,143000
1597,154300
1598,175000
1599,189000
1600,189000
1601,60000
1602,125000
1603,118500
1604,275000
1605,239500
1606,173000
1607,171000
1608,181134
1609,186000
1610,167500
1611,115000
1612,198900
1613,181000
1614,118000
1615,97000
1616,88000
1617,88000
1618,127000
1619,125000
1620,87000
1621,110000
1622,140000
1623,275000
1624,193000
1625,110000
1626,167900
1627,192000
1628,248000
1629,168500
1630,501837
1631,192000
1632,251000
1633,180000
1634,192000
1635,174000
1636,173000
1637,190000
1638,195000
1639,205000
1640,260000
1641,180000
1642,216000
1643,226000
1644,212000
1645,171000
1646,160000
1647,140000
1648,140000
1649,135000
1650,120500
1651,124500
1652,83000
1653,100000
1654,155000
1655,127500
1656,148500
1657,146000
1658,148500
1659,132000
1660,160000
1661,437154
1662,383970
1663,297000
1664,466500
1665,320000
1666,315000
1667,310000
1668,320000
1669,277500
1670,320000
1671,285000
1672,315000
1673,309000
1674,227000
1675,185850
1676,196000
1677,194700
1678,611657
1679,315000
1680,318061
1681,277500
1682,315000
1683,171750
1684,155835
1685,174000
1686,160200
1687,180000
1688,165400
1689,190000
1690,183200
1691,188500
1692,215000
1693,184100
1694,185000
1695,180000
1696,268000
1697,180000
1698,325000
1699,213250
1700,200000
1701,271000
1702,245350
1703,250000
1704,306000
1705,244600
1706,611657
1707,182000
1708,250580
1709,205000
1710,202500
1711,310000
1712,230000
1713,249700
1714,214000
1715,183000
1716,176000
1717,142500
1718,141000
1719,200000
1720,235000
1721,155000
1722,144000
1723,155000
1724,227680
1725,222000
1726,175900
1727,153900
1728,212000
1729,161750
1730,112000
1731,124000
1732,136500
1733,129900
1734,119500
1735,127000
1736,115000
1737,385000
1738,213000
1739,146000
1740,208900
1741,197000
1742,168500
1743,183900
1744,222000
1745,145000
1746,187000
1747,190000
1748,200000
1749,167900
1750,142000
1751,201800
1752,125000
1753,167000
1754,205000
1755,190000
1756,129900
1757,127000
1758,167500
1759,190000
1760,163000
1761,143000
1762,169500
1763,153000
1764,112000
1765,153500
1766,163000
1767,257500
1768,129000
1769,157000
1770,134500
1771,139000
1772,141000
1773,124000
1774,141000
1775,135000
1776,155000
1777,129900
1778,139000
1779,120000
1780,155000
1781,132000
1782,91000
1783,135000
1784,100000
1785,115000
1786,102000
1787,205000
1788,60000
1789,135000
1790,100000
1791,200000
1792,157900
1793,131500
1794,178400
1795,136000
1796,140000
1797,110000
1798,133700
1799,110000
1800,140000
1801,135000
1802,114500
1803,140000
1804,135000
1805,139000
1806,115000
1807,145000
1808,112000
1809,140000
1810,119900
1811,55000
1812,135000
1813,128000
1814,115000
1815,60000
1816,109500
1817,140000
1818,137000
1819,110000
1820,87000
1821,115000
1822,135000
1823,67000
1824,118400
1825,127000
1826,105000
1827,110000
1828,93000
1829,115000
1830,137000
1831,140000
1832,107500
1833,140000
1834,125500
1835,135900
1836,141500
1837,109500
1838,140000
1839,105900
1840,179000
1841,179000
1842,78000
1843,135000
1844,148000
1845,135000
1846,155000
1847,143900
1848,60000
1849,90000
1850,118000
1851,140000
1852,135000
1853,140000
1854,147000
1855,148000
1856,239000
1857,160000
1858,142953
1859,118858
1860,153337
1861,118858
1862,200000
1863,200000
1864,200000
1865,394432
1866,295493
1867,244600
1868,297000
1869,194500
1870,194000
1871,232000
1872,174000
1873,260000
1874,138000
1875,190000
1876,179000
1877,235000
1878,233170
1879,122000
1880,129900
1881,214000
1882,222500
1883,183000
1884,197900
1885,175000
1886,307000
1887,187500
1888,293077
1889,156932
1890,136500
1891,145000
1892,110000
1893,139000
1894,141000
1895,132000
1896,128000
1897,127500
1898,162000
1899,128000
1900,116900
1901,160000
1902,158000
1903,244400
1904,139000
1905,207500
1906,160000
1907,143000
1908,124000
1909,124000
1910,124000
1911,215000
1912,217000
1913,197500
1914,68500
1915,392500
1916,60000
1917,239500
1918,140000
1919,165000
1920,140000
1921,377426
1922,318000
1923,178000
1924,208900
1925,225000
1926,320000
1927,144000
1928,172000
1929,133900
1930,145000
1931,134900
1932,110000
1933,140000
1934,181000
1935,165600
1936,192000
1937,181000
1938,185000
1939,286000
1940,192000
1941,181000
1942,208500
1943,180000
1944,309000
1945,315000
1946,127500
1947,277500
1948,185750
1949,227000
1950,162500
1951,244000
1952,215000
1953,145000
1954,205000
1955,154000
1956,302000
1957,140000
1958,290000
1959,136000
1960,110000
1961,112500
1962,83000
1963,85400
1964,119500
1965,148500
1966,127500
1967,318000
1968,555000
1969,315000
1970,556581
1971,383970
1972,350000
1973,248000
1974,290000
1975,260000
1976,285000
1977,625000
1978,556581
1979,367294
1980,202500
1981,319900
1982,254000
1983,202500
1984,175500
1985,246578
1986,246578
1987,159895
1988,180000
1989,183500
1990,219500
1991,207000
1992,225000
1993,178000
1994,236000
1995,181000
1996,250000
1997,313000
1998,350000
1999,200000
2000,290000
2001,290000
2002,213000
2003,232000
2004,230000
2005,179900
2006,250580
2007,250000
2008,185000
2009,207500
2010,180000
2011,141000
2012,176485
2013,200500
2014,201000
2015,187000
2016,216000
2017,177000
2018,125000
2019,138500
2020,129500
2021,110000
2022,190000
2023,155000
2024,335000
2025,410000
2026,196000
2027,151000
2028,146000
2029,179400
2030,328900
2031,197000
2032,286000
2033,277500
2034,155000
2035,179400
2036,172500
2037,172500
2038,212000
2039,212000
2040,310000
2041,325000
2042,181000
2043,175000
2044,127500
2045,262500
2046,143000
2047,154000
2048,129000
2049,142600
2050,154000
2051,106500
2052,160000
2053,141000
2054,35311
2055,167000
2056,147000
2057,135000
2058,240000
2059,143000
2060,150500
2061,167000
2062,129000
2063,110000
2064,135000
2065,129000
2066,140000
2067,134432
2068,110000
2069,82000
2070,109000
2071,113000
2072,180500
2073,122000
2074,160000
2075,136000
2076,115000
2077,141000
2078,117500
2079,140000
2080,120000
2081,128000
2082,141000
2083,140000
2084,129900
2085,127000
2086,96500
2087,140000
2088,112000
2089,80000
2090,135000
2091,115000
2092,152000
2093,127000
2094,100000
2095,159000
2096,105000
2097,110000
2098,110000
2099,35311
2100,100000
2101,137000
2102,114504
2103,100000
2104,122500
2105,117000
2106,60000
2107,240000
2108,100000
2109,107900
2110,125000
2111,140000
2112,162900
2113,125500
2114,125500
2115,140000
2116,119750
2117,142000
2118,132500
2119,119000
2120,120000
2121,119750
2122,120000
2123,107500
2124,140000
2125,162900
2126,112000
2127,160000
2128,114504
2129,80000
2130,113000
2131,102000
2132,132000
2133,115000
2134,139500
2135,110000
2136,79000
2137,147000
2138,137500
2139,169900
2140,130000
2141,151000
2142,128000
2143,134900
2144,139000
2145,134500
2146,133000
2147,150000
2148,105000
2149,129500
2150,180000
2151,116900
2152,147000
2153,163000
2154,118500
2155,120000
2156,250000
2157,193500
2158,215000
2159,170000
2160,179540
2161,227000
2162,501837
2163,320000
2164,203000
2165,155000
2166,145000
2167,193500
2168,200500
2169,185900
2170,230000
2171,176000
2172,134000
2173,185000
2174,228500
2175,261500
2176,374000
2177,255900
2178,174000
2179,143000
2180,188000
2181,185500
2182,212900
2183,181134
2184,135000
2185,145000
2186,135000
2187,107000
2188,149500
2189,115000
2190,82000
2191,82000
2192,129900
2193,100000
2194,98300
2195,111000
2196,123500
2197,125500
2198,119000
2199,136000
2200,105000
2201,110000
2202,161000
2203,113000
2204,160000
2205,108000
2206,155000
2207,165000
2208,205000
2209,180000
2210,124000
2211,119000
2212,100000
2213,115000
2214,120000
2215,105000
2216,131500
2217,39300
2218,89500
2219,80500
2220,55000
2221,392500
2222,275000
2223,312500
2224,197900
2225,142953
2226,150000
2227,180000
2228,214000
2229,220000
2230,167500
2231,210000
2232,185000
2233,175000
2234,226000
2235,214000
2236,451950
2237,312500
2238,206300
2239,147000
2240,162000
2241,170000
2242,129900
2243,127000
2244,91000
2245,91000
2246,132500
2247,97000
2248,124500
2249,127000
2250,144000
2251,87000
2252,174000
2253,180000
2254,178000
2255,192000
2256,185900
2257,200000
2258,173000
2259,178000
2260,215000
2261,153900
2262,180000
2263,309000
2264,311872
2265,121500
2266,277500
2267,274000
2268,337500
2269,162500
2270,130500
2271,157000
2272,190000
2273,173000
2274,160000
2275,167900
2276,173000
2277,193000
2278,140000
2279,130000
2280,107900
2281,181000
2282,181000
2283,88000
2284,118000
2285,148500
2286,127000
2287,318000
2288,255500
2289,440000
2290,315000
2291,309000
2292,315000
2293,385000
2294,380000
2295,501837
2296,232000
2297,339750
2298,415298
2299,285000
2300,354000
2301,275000
2302,214000
2303,200000
2304,239799
2305,196000
2306,196000
2307,185850
2308,209500
2309,277500
2310,202500
2311,185850
2312,172785
2313,174000
2314,156932
2315,163990
2316,163990
2317,186000
2318,173900
2319,179540
2320,176485
2321,175900
2322,159895
2323,190000
2324,184100
2325,232600
2326,160000
2327,219500
2328,216500
2329,173000
2330,175000
2331,285000
2332,290000
2333,290000
2334,222500
2335,250000
2336,290000
2337,250580
2338,220000
2339,266000
2340,385000
2341,213000
2342,214000
2343,213000
2344,213500
2345,239799
2346,250580
2347,250580
2348,212000
2349,172785
2350,339750
2351,264132
2352,250000
2353,290000
2354,147000
2355,141000
2356,145000
2357,190000
2358,231500
2359,120000
2360,119500
2361,129000
2362,260000
2363,156000
2364,156000
2365,254000
2366,140000
2367,181000
2368,208900
2369,202665
2370,179400
2371,177500
2372,176000
2373,237000
2374,325000
2375,270000
2376,244000
2377,325000
2378,140000
2379,211000
2380,129000
2381,157000
2382,190000
2383,213000
2384,236000
2385,140000
2386,124500
2387,139000
2388,101800
2389,144000
2390,141000
2391,124500
2392,110000
2393,143000
2394,155000
2395,171000
2396,139000
2397,167000
2398,110000
2399,60000
2400,35311
2401,115000
2402,128000
2403,124000
2404,175000
2405,143000
2406,142000
2407,135000
2408,132000
2409,148000
2410,167000
2411,114500
2412,139000
2413,167000
2414,118000
2415,110000
2416,115000
2417,154000
2418,156000
2419,135000
2420,125000
2421,139000
2422,136500
2423,115000
2424,118500
2425,189000
2426,108959
2427,140000
2428,197500
2429,109008
2430,129500
2431,91500
2432,135000
2433,155000
2434,141000
2435,132500
2436,106500
2437,115000
2438,123000
2439,100000
2440,105000
2441,113000
2442,100000
2443,115000
2444,110000
2445,79000
2446,140000
2447,205000
2448,97500
2449,98000
2450,128000
2451,125500
2452,180500
2453,109500
2454,101800
2455,88000
2456,139000
2457,130500
2458,132500
2459,119000
2460,153900
2461,104900
2462,154900
2463,105000
2464,200000
2465,125500
2466,135000
2467,139400
2468,79000
2469,67000
2470,170000
2471,244400
2472,180500
2473,139000
2474,87000
2475,158000
2476,110000
2477,123000
2478,148000
2479,80000
2480,149900
2481,124000
2482,144000
2483,125000
2484,112500
2485,125000
2486,168000
2487,256000
2488,120000
2489,144000
2490,139000
2491,109500
2492,180000
2493,147000
2494,160000
2495,135000
2496,217000
2497,140000
2498,127000
2499,84000
2500,140000
2501,135000
2502,135000
2503,98000
2504,214500
2505,215000
2506,248900
2507,305900
2508,248900
2509,212900
2510,192000
2511,185000
2512,213500
2513,236000
2514,260000
2515,145000
2516,162000
2517,138000
2518,152000
2519,189000
2520,193000
2521,196500
2522,230000
2523,110000
2524,149900
2525,148000
2526,132000
2527,130000
2528,129900
2529,129000
2530,129000
2531,235000
2532,237000
2533,190000
2534,203000
2535,340000
2536,187500
2537,260000
2538,179540
2539,184900
2540,200141
2541,178000
2542,173500
2543,138500
2544,115000
2545,105000
2546,140000
2547,132500
2548,142953
2549,173500
2550,184750
2551,148000
2552,129000
2553,82000
2554,136500
2555,119000
2556,110000
2557,110000
2558,200000
2559,149350
2560,139000
2561,116900
2562,132500
2563,135000
2564,189000
2565,160000
2566,135000
2567,127000
2568,176000
2569,175000
2570,124000
2571,187100
2572,140000
2573,190000
2574,180000
2575,116000
2576,128000
2577,160000
2578,115000
2579,60000
2580,160000
2581,136500
2582,109500
2583,235000
2584,137500
2585,176432
2586,239686
2587,180000
2588,119500
2589,135000
2590,203000
2591,135000
2592,248328
2593,265900
2594,176000
2595,220000
2596,312500
2597,181000
2598,354000
2599,320000
2600,123000
2601,140000
2602,88000
2603,91000
2604,106000
2605,75000
2606,165500
2607,228950
2608,168000
2609,161750
2610,133900
2611,157900
2612,157000
2613,124500
2614,130000
2615,156000
2616,155000
2617,190000
2618,143000
2619,185000
2620,193000
2621,168000
2622,188000
2623,195000
2624,240000
2625,216837
2626,173000
2627,128000
2628,325000
2629,438780
2630,325000
2631,345000
2632,438780
2633,275000
2634,315000
2635,135000
2636,158000
2637,135000
2638,226000
2639,170000
2640,155000
2641,134800
2642,181000
2643,88000
2644,125000
2645,118000
2646,83000
2647,88000
2648,127500
2649,135000
2650,148500
2651,148500
2652,437154
2653,250000
2654,248328
2655,315000
2656,281000
2657,426000
2658,325300
2659,317000
2660,305000
2661,372402
2662,315000
2663,261500
2664,277500
2665,277500
2666,319900
2667,163990
2668,155835
2669,200141
2670,309000
2671,179540
2672,167240
2673,246578
2674,234000
2675,167240
2676,183500
2677,173000
2678,200000
2679,255000
2680,348000
2681,336000
2682,290000
2683,301000
2684,290000
2685,301000
2686,222500
2687,235000
2688,225000
2689,194000
2690,423000
2691,196500
2692,147000
2693,227680
2694,142500
2695,180000
2696,180000
2697,179000
2698,201000
2699,179200
2700,153900
2701,162000
2702,128500
2703,112000
2704,140000
2705,125000
2706,120000
2707,108000
2708,128500
2709,127000
2710,119500
2711,345000
2712,260000
2713,197000
2714,147400
2715,168500
2716,148800
2717,161000
2718,196000
2719,165000
2720,167000
2721,131500
2722,167900
2723,135000
2724,123000
2725,134500
2726,143000
2727,153000
2728,158000
2729,154000
2730,98600
2731,82500
2732,115000
2733,140000
2734,140000
2735,135000
2736,140000
2737,122000
2738,124000
2739,180500
2740,160000
2741,165000
2742,163000
2743,143000
2744,135000
2745,135000
2746,134500
2747,143000
2748,145000
2749,155000
2750,124000
2751,144000
2752,160000
2753,140000
2754,151400
2755,119000
2756,86000
2757,67000
2758,68500
2759,140000
2760,115000
2761,143000
2762,157000
2763,180000
2764,140000
2765,180000
2766,140000
2767,92900
2768,136500
2769,135000
2770,139950
2771,127000
2772,134500
2773,140000
2774,143000
2775,115000
2776,127000
2777,140000
2778,116900
2779,122500
2780,118400
2781,110000
2782,115000
2783,113000
2784,139000
2785,157000
2786,86000
2787,105000
2788,115000
2789,107500
2790,98000
2791,110000
2792,85000
2793,140000
2794,37900
2795,154900
2796,85000
2797,143000
2798,135000
2799,147000
2800,67000
2801,119000
2802,105000
2803,124000
2804,115000
2805,109500
2806,110000
2807,140000
2808,135000
2809,140000
2810,139000
2811,163000
2812,125000
2813,119000
2814,142600
2815,121000
2816,190000
2817,152000
2818,129500
2819,184100
2820,135000
2821,126000
2822,185000
2823,320000
2824,179900
2825,120000
2826,135000
2827,140000
2828,290000
2829,175000
2830,239799
2831,194000
2832,220000
2833,318000
2834,213500
2835,232000
2836,183000
2837,165000
2838,145000
2839,178000
2840,185000
2841,212000
2842,231500
2843,113000
2844,175000
2845,127000
2846,187000
2847,185000
2848,194000
2849,200000
2850,255000
2851,267000
2852,255000
2853,210000
2854,136500
2855,185000
2856,196500
2857,173000
2858,185000
2859,112000
2860,127500
2861,107000
2862,165400
2863,147000
2864,255900
2865,140000
2866,130000
2867,100000
2868,140000
2869,135000
2870,139000
2871,67000
2872,60000
2873,112000
2874,139000
2875,128000
2876,161000
2877,140000
2878,144000
2879,160000
2880,118500
2881,144000
2882,105000
2883,169500
2884,165000
2885,113000
2886,193500
2887,106500
2888,131000
2889,86000
2890,86000
2891,143000
2892,72500
2893,55000
2894,37900
2895,275000
2896,275000
2897,175000
2898,136905
2899,201000
2900,169900
2901,180000
2902,185000
2903,377426
2904,315000
2905,60000
2906,206300
2907,115000
2908,130000
2909,124000
2910,80000
2911,88000
2912,143000
2913,88000
2914,88000
2915,75000
2916,88000
2917,124900
2918,93500
2919,277000
